1000	1.6530141875e-04
2000	3.3750104194e-04
3000	4.8900604452e-04
4000	6.7602403578e-04
5000	8.9421169105e-04
6000	9.8056699062e-04
7000	1.1795929677e-03
8000	1.4276728398e-03
9000	1.6208225643e-03
10000	1.8622597199e-03
11000	2.0007347848e-03
12000	2.0796809040e-03
13000	2.2761519867e-03
14000	2.6573416544e-03
15000	2.7812538465e-03
16000	3.2917209755e-03
17000	5.6754338584e-03
18000	4.0431142843e-03
19000	4.2229785831e-03
20000	4.6918009975e-03
21000	4.8665555078e-03
22000	6.4281046070e-03
23000	4.4838329050e-03
24000	4.3826592373e-03
25000	6.6973900757e-03
26000	5.4025715435e-03
27000	8.2959850915e-03
28000	5.4963360308e-03
29000	6.6687753060e-03
30000	5.5681284502e-03
31000	5.9278570407e-03
32000	8.7906119006e-03
33000	6.8953940936e-03
34000	7.3133741826e-03
35000	6.3430267546e-03
36000	7.4934939694e-03
37000	6.9232423994e-03
38000	6.9424040848e-03
39000	1.2860041563e-02
40000	1.2138029495e-02
41000	1.0071123041e-02
42000	8.6914821513e-03
43000	8.6411508091e-03
44000	8.4050789155e-03
45000	8.7068114881e-03
46000	8.3792745208e-03
47000	8.3378852942e-03
48000	8.6544362348e-03
49000	9.9587078585e-03
50000	1.0233358589e-02
51000	1.2156680197e-02
52000	9.7379653089e-03
53000	1.6779754638e-02
54000	1.2486261076e-02
55000	1.1193741942e-02
56000	1.0459977384e-02
57000	1.0697326717e-02
58000	1.0816384616e-02
59000	1.0853175037e-02
60000	1.1194508421e-02
61000	1.6919762638e-02
62000	1.7788425423e-02
63000	1.5891674680e-02
64000	1.3493143444e-02
65000	1.4048065670e-02
66000	1.5042173582e-02
67000	1.3026875917e-02
68000	1.3311490722e-02
69000	1.3890428920e-02
70000	1.4407538765e-02
71000	1.5370221525e-02
72000	1.3074907860e-02
73000	1.3080017641e-02
74000	1.3488800127e-02
75000	1.3371786139e-02
76000	1.3744033691e-02
77000	1.5091738460e-02
78000	1.5347482993e-02
79000	1.5333175616e-02
80000	1.5620345308e-02
81000	1.6797894365e-02
82000	1.6395754588e-02
83000	1.6862533092e-02
84000	1.6044457137e-02
85000	1.7368656911e-02
86000	1.7535746752e-02
87000	1.7562317611e-02
88000	1.7609583090e-02
89000	1.7373000221e-02
90000	1.7837990301e-02
91000	1.7334676864e-02
92000	1.6994620935e-02
93000	1.7224561081e-02
94000	1.7332888448e-02
95000	1.7371467293e-02
96000	1.7592720811e-02
97000	1.7978764772e-02
98000	1.8372984385e-02
99000	1.8163994340e-02
100000	1.8265423496e-02
101000	1.8567411549e-02
102000	1.9273072321e-02
103000	1.9099084275e-02
104000	1.9350230017e-02
105000	1.9515020460e-02
106000	1.9788138256e-02
107000	2.0132792990e-02
108000	2.0045671226e-02
109000	2.1123068567e-02
110000	2.0681838971e-02
111000	2.0875499678e-02
112000	2.1202781158e-02
113000	2.0958533620e-02
114000	2.1870629542e-02
115000	2.1396697346e-02
116000	2.1771755280e-02
117000	2.1855300198e-02
118000	2.1868841119e-02
119000	2.1938845115e-02
120000	2.5605113049e-02
121000	2.2848897126e-02
122000	2.2722174559e-02
123000	2.2409966929e-02
124000	2.3029272408e-02
125000	2.3178222516e-02
126000	2.3647811402e-02
127000	2.3403052888e-02
128000	2.4215763573e-02
129000	2.3756394257e-02
130000	2.5067053102e-02
131000	2.4021847385e-02
132000	2.4418621877e-02
133000	2.4938542105e-02
134000	2.5583140996e-02
135000	2.4718055058e-02
136000	2.5475324612e-02
137000	2.5603069138e-02
138000	2.5923963389e-02
139000	2.6419612157e-02
140000	2.5319987268e-02
141000	2.6013384566e-02
142000	2.6214965430e-02
143000	2.6798502426e-02
144000	2.6522318760e-02
145000	2.6868250941e-02
146000	2.6897121206e-02
147000	2.7288530429e-02
148000	2.7865169228e-02
149000	2.7891229111e-02
150000	2.8154638327e-02
151000	2.8152338928e-02
152000	2.8309720183e-02
153000	3.0125225407e-02
154000	3.0293592696e-02
155000	3.0904211533e-02
156000	3.2902391431e-02
157000	3.2437656839e-02
158000	3.1614215615e-02
159000	3.2660954275e-02
160000	3.2421305536e-02
161000	3.2290239651e-02
162000	3.3176786674e-02
163000	3.3339022222e-02
164000	3.3064882467e-02
165000	3.3464722837e-02
166000	3.3222263723e-02
