1000	5.8251505834e-05
2000	1.2416768004e-04
3000	1.9289423653e-04
4000	2.6340921613e-04
5000	3.4337729448e-04
6000	4.1082639655e-04
7000	4.8875056382e-04
8000	7.2814380110e-04
9000	7.1536935138e-04
10000	7.8256297274e-04
11000	8.6508593813e-04
12000	9.0085440752e-04
13000	1.0666668022e-03
14000	1.1374372698e-03
15000	1.2363115384e-03
16000	1.4205191401e-03
17000	1.5436648682e-03
18000	1.4355930034e-03
19000	1.5474972024e-03
20000	2.1570940880e-03
21000	2.1711459849e-03
22000	2.2286310268e-03
23000	2.3747707601e-03
24000	2.0285830979e-03
25000	2.7743556420e-03
26000	2.7631141274e-03
27000	2.9526869985e-03
28000	2.9406790200e-03
29000	3.5364794894e-03
30000	3.3773098112e-03
31000	3.7924795251e-03
32000	3.3903397562e-03
33000	3.9940603892e-03
34000	3.7763837172e-03
35000	3.7748507821e-03
36000	4.3233857868e-03
37000	3.3078167908e-03
38000	3.4401601224e-03
39000	4.1769905583e-03
40000	3.4115453454e-03
41000	4.2240005423e-03
42000	3.6603916888e-03
43000	3.7725513757e-03
44000	4.0832260638e-03
45000	4.8872501284e-03
46000	4.1005993262e-03
47000	4.0681522150e-03
48000	4.4324796108e-03
49000	4.2947710099e-03
50000	4.4567510631e-03
51000	4.4478089549e-03
52000	5.1887272057e-03
53000	6.0916255243e-03
54000	5.6174378406e-03
55000	5.0037531328e-03
56000	5.2352262210e-03
57000	5.2038010617e-03
58000	5.1294537479e-03
59000	5.4513699579e-03
60000	5.4107471951e-03
61000	5.7699648096e-03
62000	6.0908590604e-03
63000	5.6606154903e-03
64000	5.7439049269e-03
65000	8.0108593029e-03
66000	6.2891185662e-03
67000	6.0022043617e-03
68000	6.0952023705e-03
69000	6.3325517040e-03
70000	6.9840487922e-03
71000	7.0336136778e-03
72000	6.9636096669e-03
73000	9.5003604947e-03
74000	6.8087833060e-03
75000	7.3989630182e-03
76000	7.9784121990e-03
77000	7.3335578199e-03
78000	7.5655418841e-03
79000	7.2755618094e-03
80000	7.3496536352e-03
81000	7.4296217063e-03
82000	7.5926237259e-03
83000	7.6059091589e-03
84000	7.7566476975e-03
85000	9.2011828092e-03
86000	8.1406477402e-03
87000	8.4216857067e-03
88000	8.3044162311e-03
89000	8.5090629655e-03
90000	8.5210709512e-03
91000	8.5739571878e-03
92000	9.1684802173e-03
93000	1.0110468356e-02
94000	1.0633454447e-02
95000	1.0340663997e-02
96000	9.0971987738e-03
97000	1.0044041206e-02
98000	1.0785470440e-02
99000	9.3138534867e-03
100000	1.1994189153e-02
101000	9.6797138103e-03
102000	9.7387317801e-03
103000	9.7067956522e-03
104000	1.0090029231e-02
105000	9.9804244310e-03
106000	1.0103314664e-02
107000	1.0107913469e-02
108000	1.0114556186e-02
109000	1.0250731852e-02
110000	1.0470196947e-02
111000	1.0568815720e-02
112000	1.0594620115e-02
